id,surgery,age,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,mucous_membrane,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,surgical_lesion
306.0,yes,adult,37.5,88.0,20.0,cool,reduced,pale_cyanotic,less_3_sec,None,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,35.0,65.0,serosanguious,2.0,yes
826.0,yes,adult,38.8,86.0,40.0,cool,reduced,bright_red,more_3_sec,extreme_pain,absent,severe,none,less_1_liter,4.5,absent,distend_small,65.0,7.6,cloudy,3.9,yes
0.0,yes,young,39.1,164.0,84.0,cold,normal,dark_cyanotic,more_3_sec,depressed,absent,severe,none,less_1_liter,5.0,decreased,None,48.0,7.2,serosanguious,5.3,yes
851.0,no,adult,38.0,92.0,28.0,cool,reduced,pale_pink,less_3_sec,depressed,absent,slight,none,none,4.5,decreased,distend_small,57.0,8.1,serosanguious,5.2,no
168.0,yes,adult,39.4,56.0,68.0,normal,normal,bright_red,less_3_sec,severe_pain,hypomotile,slight,none,more_1_liter,6.5,normal,distend_small,54.0,7.0,clear,2.7,yes
22.0,yes,adult,38.0,66.0,12.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,none,none,3.0,absent,distend_small,44.0,6.1,serosanguious,3.6,yes
0.0,no,adult,38.2,72.0,28.0,warm,normal,pale_pink,less_3_sec,depressed,hypomotile,slight,slight,none,4.5,decreased,firm,48.0,7.5,None,3.0,no
710.0,yes,adult,38.5,86.0,51.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,severe,None,more_1_liter,2.0,absent,None,65.0,75.0,serosanguious,2.0,yes
248.0,yes,adult,37.9,54.0,14.0,cold,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,severe,slight,less_1_liter,7.2,absent,distend_small,43.0,8.0,cloudy,2.1,yes
768.0,yes,adult,38.7,100.0,51.0,cool,absent,pale_pink,less_3_sec,depressed,absent,none,slight,more_1_liter,2.0,None,distend_small,66.0,13.0,serosanguious,2.0,yes
0.0,yes,young,39.2,146.0,96.0,None,None,None,None,None,None,None,None,None,4.5,None,None,48.0,7.5,None,3.0,yes
243.0,yes,adult,37.5,66.0,12.0,warm,None,normal_pink,less_3_sec,None,None,moderate,slight,less_1_liter,2.0,absent,distend_large,43.0,8.7,cloudy,2.0,yes
0.0,yes,adult,38.4,92.0,20.0,normal,None,None,more_3_sec,None,hypomotile,moderate,None,None,4.5,normal,None,48.0,7.5,None,3.0,yes
0.0,yes,adult,38.0,48.0,28.0,normal,normal,normal_pink,less_3_sec,alert,normal,severe,slight,less_1_liter,4.5,absent,distend_large,48.0,7.5,None,3.0,yes
915.0,yes,adult,38.2,64.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,significant,None,1.0,decreased,distend_small,37.0,56.0,clear,2.0,no
985.0,yes,adult,38.0,132.0,66.0,normal,reduced,dark_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,none,none,7.0,absent,distend_small,57.0,8.1,cloudy,3.4,yes
1229.0,yes,adult,38.0,136.0,20.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,5.0,decreased,distend_small,66.0,65.0,serosanguious,2.0,yes
401.0,yes,adult,38.7,48.0,16.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,none,none,7.0,decreased,None,44.0,6.6,serosanguious,2.3,yes
791.0,no,adult,38.6,42.0,16.0,normal,reduced,normal_pink,less_3_sec,depressed,hypomotile,none,slight,less_1_liter,7.0,absent,distend_large,47.0,7.2,cloudy,2.8,no
1161.0,yes,adult,39.1,112.0,30.0,cool,reduced,pale_cyanotic,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,4.5,absent,distend_small,57.0,7.5,serosanguious,4.0,yes
1099.0,yes,adult,38.2,88.0,20.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,1.0,absent,distend_small,34.0,68.0,clear,1.0,yes
282.0,no,adult,39.6,72.0,48.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,severe,none,less_1_liter,4.0,absent,distend_large,66.0,7.5,cloudy,2.9,yes
1209.0,yes,young,38.6,72.0,12.0,cool,normal,bright_pink,less_3_sec,alert,normal,slight,slight,more_1_liter,6.5,normal,None,45.0,7.2,cloudy,2.8,yes
518.0,yes,adult,37.6,48.0,30.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,decreased,distend_large,35.0,7.5,cloudy,2.8,yes
1122.0,yes,adult,39.1,88.0,50.0,normal,reduced,bright_red,more_3_sec,mild_pain,hypomotile,slight,none,more_1_liter,5.4,absent,firm,51.0,8.4,cloudy,2.6,no
77.0,yes,young,37.2,64.0,28.0,warm,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,5.5,normal,None,54.0,7.7,cloudy,3.3,yes
15.0,no,adult,38.3,44.0,24.0,warm,normal,pale_pink,less_3_sec,alert,hypermotile,none,slight,none,3.0,normal,None,33.0,6.5,cloudy,3.6,no
143.0,yes,adult,36.5,136.0,48.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,none,4.5,decreased,distend_large,48.0,6.1,serosanguious,4.3,yes
20.0,yes,adult,37.8,48.0,16.0,cool,reduced,normal_pink,less_3_sec,extreme_pain,hypomotile,none,slight,more_1_liter,2.0,absent,distend_large,53.0,53.0,clear,2.0,yes
537.0,no,adult,36.7,108.0,36.0,cool,reduced,bright_pink,less_3_sec,depressed,hypomotile,slight,none,none,4.5,increased,firm,54.0,6.4,serosanguious,2.6,yes
1101.0,no,adult,38.0,44.0,24.0,normal,normal,normal_pink,less_3_sec,mild_pain,normal,slight,none,less_1_liter,7.0,decreased,firm,41.0,6.1,clear,5.3,no
858.0,yes,adult,38.2,66.0,24.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,slight,more_1_liter,4.0,absent,distend_small,54.0,7.2,serosanguious,2.3,yes
125.0,yes,young,39.1,164.0,84.0,cold,normal,bright_red,more_3_sec,depressed,hypomotile,none,slight,less_1_liter,5.0,decreased,None,40.0,7.2,serosanguious,5.3,yes
254.0,yes,adult,38.6,40.0,14.0,normal,normal,None,less_3_sec,mild_pain,hypomotile,slight,slight,none,7.0,normal,normal,40.0,7.2,cloudy,2.8,yes
295.0,yes,adult,38.6,60.0,44.0,cold,None,dark_cyanotic,more_3_sec,depressed,absent,severe,none,more_1_liter,2.0,normal,distend_large,55.0,80.0,serosanguious,2.0,yes
1004.0,yes,adult,38.1,114.0,36.0,None,reduced,pale_pink,more_3_sec,depressed,absent,slight,none,less_1_liter,5.5,normal,None,43.0,6.2,cloudy,2.0,yes
580.0,yes,adult,38.0,88.0,20.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,2.0,None,distend_small,43.0,75.0,serosanguious,2.0,yes
499.0,yes,adult,39.2,128.0,36.0,cold,reduced,pale_cyanotic,more_3_sec,severe_pain,hypomotile,moderate,slight,none,5.0,increased,distend_large,57.0,6.3,serosanguious,3.4,yes
947.0,yes,adult,39.5,124.0,51.0,normal,reduced,bright_red,less_3_sec,depressed,hypomotile,severe,none,less_1_liter,7.0,absent,distend_small,43.0,7.2,cloudy,2.3,yes
1056.0,yes,adult,38.5,48.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.4,decreased,distend_small,48.0,6.6,clear,1.6,yes
0.0,yes,adult,37.3,90.0,40.0,cool,None,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,slight,less_1_liter,4.5,normal,distend_large,65.0,50.0,serosanguious,2.0,yes
570.0,no,adult,37.6,40.0,12.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,3.0,decreased,other,47.0,7.0,serosanguious,3.0,no
542.0,yes,young,38.0,136.0,48.0,cool,reduced,bright_pink,less_3_sec,mild_pain,hypermotile,moderate,slight,none,3.0,None,None,33.0,6.1,cloudy,2.1,yes
792.0,yes,adult,38.5,72.0,40.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,severe,slight,none,2.0,absent,distend_large,35.0,65.0,clear,2.0,yes
514.0,no,adult,38.0,50.0,20.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,less_1_liter,1.0,None,other,36.0,61.0,clear,2.0,no
0.0,no,adult,37.9,72.0,28.0,normal,normal,bright_red,more_3_sec,mild_pain,hypomotile,none,none,more_1_liter,2.0,decreased,distend_small,58.0,74.0,clear,2.0,yes
94.0,yes,adult,37.5,114.0,36.0,cool,reduced,pale_pink,more_3_sec,depressed,hypomotile,moderate,slight,none,7.0,decreased,distend_small,48.0,7.2,serosanguious,4.7,yes
280.0,no,young,38.4,56.0,68.0,warm,increased,normal_pink,less_3_sec,depressed,hypomotile,none,significant,none,7.0,decreased,None,41.0,77.0,clear,1.0,no
0.0,yes,adult,38.1,60.0,12.0,cool,reduced,pale_pink,less_3_sec,None,absent,moderate,significant,less_1_liter,2.0,None,None,51.0,65.0,None,3.0,yes
0.0,yes,young,38.9,120.0,30.0,normal,reduced,bright_pink,more_3_sec,mild_pain,hypomotile,moderate,significant,none,3.0,None,None,47.0,6.3,clear,3.0,no
961.0,no,adult,38.0,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,5.3,decreased,firm,49.0,6.0,cloudy,3.9,no
511.0,yes,adult,39.1,86.0,24.0,cool,absent,pale_cyanotic,less_3_sec,depressed,absent,slight,slight,more_1_liter,6.5,absent,distend_small,59.0,6.5,serosanguious,4.8,yes
237.0,no,adult,37.8,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypermotile,none,slight,less_1_liter,4.0,normal,firm,49.0,6.6,cloudy,2.0,no
442.0,no,adult,37.0,66.0,16.0,warm,normal,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,less_1_liter,7.0,decreased,distend_large,69.0,5.7,serosanguious,2.9,yes
1194.0,yes,adult,38.0,80.0,44.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,7.0,normal,normal,39.0,6.3,cloudy,4.1,yes
0.0,no,adult,38.0,54.0,30.0,warm,reduced,pale_pink,3,mild_pain,hypermotile,slight,slight,less_1_liter,4.5,None,distend_small,45.0,6.2,None,3.0,no
1083.0,yes,adult,38.1,75.0,18.0,normal,normal,pale_pink,less_3_sec,mild_pain,absent,slight,slight,more_1_liter,7.0,absent,None,52.0,6.8,serosanguious,4.3,yes
0.0,yes,adult,37.7,120.0,28.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,hypomotile,moderate,none,none,4.5,None,None,65.0,7.0,serosanguious,3.0,yes
1044.0,yes,adult,37.9,60.0,30.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,None,none,4.5,decreased,None,35.0,6.6,cloudy,1.5,yes
901.0,yes,adult,38.6,64.0,14.0,cool,None,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,significant,none,4.0,absent,distend_small,35.0,5.9,cloudy,3.4,yes
1084.0,yes,adult,38.5,129.0,14.0,cold,reduced,pale_pink,more_3_sec,depressed,absent,moderate,slight,more_1_liter,5.0,None,distend_small,57.0,8.9,None,6.6,yes
331.0,yes,adult,39.0,66.0,80.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,slight,slight,none,1.0,absent,distend_small,75.0,81.0,cloudy,2.0,yes
753.0,no,adult,39.4,86.0,21.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,4.0,absent,distend_large,48.0,75.0,cloudy,2.0,yes
1133.0,yes,adult,37.8,52.0,48.0,normal,normal,bright_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,7.0,normal,distend_small,48.0,53.0,serosanguious,2.6,yes
206.0,yes,adult,38.0,66.0,12.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,decreased,distend_large,44.0,6.0,cloudy,3.6,yes
0.0,yes,adult,38.2,76.0,28.0,None,reduced,None,None,None,absent,severe,None,None,4.5,None,distend_large,48.0,7.5,None,3.0,yes
1203.0,yes,adult,38.1,86.0,40.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,less_1_liter,2.0,absent,distend_small,46.0,81.0,serosanguious,2.0,yes
63.0,yes,adult,38.0,84.0,24.0,warm,reduced,pale_pink,more_3_sec,mild_pain,absent,moderate,slight,less_1_liter,4.5,normal,distend_large,36.0,6.6,clear,3.9,yes
323.0,yes,adult,38.1,66.0,12.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,none,slight,none,3.0,increased,distend_large,44.0,6.0,clear,3.6,yes
0.0,no,adult,38.3,40.0,24.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,none,None,None,4.5,normal,normal,33.0,6.7,None,3.0,no
0.0,yes,adult,37.9,48.0,16.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,none,4.5,decreased,distend_large,37.0,7.0,None,3.0,yes
12.0,yes,adult,38.1,164.0,36.0,warm,normal,pale_pink,less_3_sec,alert,hypomotile,moderate,slight,less_1_liter,6.0,decreased,distend_small,44.0,6.7,serosanguious,3.6,no
950.0,yes,adult,38.3,40.0,23.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,4.5,absent,distend_large,39.0,8.5,clear,5.0,yes
366.0,yes,adult,38.4,52.0,40.0,normal,reduced,bright_pink,less_3_sec,severe_pain,hypomotile,slight,slight,more_1_liter,7.0,absent,distend_small,40.0,7.5,cloudy,2.8,yes
675.0,no,adult,38.0,80.0,30.0,warm,reduced,pale_pink,more_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,7.0,absent,distend_small,45.0,8.1,serosanguious,2.2,no
1212.0,no,adult,37.5,64.0,32.0,cool,reduced,normal_pink,less_3_sec,severe_pain,hypomotile,moderate,slight,more_1_liter,4.0,absent,normal,47.0,7.7,clear,3.3,yes
0.0,no,adult,38.2,72.0,28.0,None,None,None,None,None,None,None,None,None,4.5,None,None,48.0,7.5,None,3.0,no
521.0,no,adult,39.3,80.0,30.0,cold,reduced,pale_pink,less_3_sec,depressed,absent,severe,slight,more_1_liter,2.0,absent,distend_large,68.0,70.0,serosanguious,2.0,yes
0.0,yes,adult,37.8,48.0,12.0,cool,normal,normal_pink,less_3_sec,None,hypomotile,slight,none,none,4.5,normal,firm,37.0,5.5,cloudy,1.3,no
803.0,yes,adult,37.3,72.0,30.0,cool,reduced,dark_cyanotic,more_3_sec,extreme_pain,absent,moderate,significant,more_1_liter,2.0,absent,distend_large,65.0,13.0,serosanguious,2.0,yes
601.0,yes,young,37.6,160.0,36.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,slight,none,4.5,absent,None,35.0,6.9,clear,2.9,yes
402.0,yes,adult,37.6,72.0,30.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,5.7,decreased,distend_large,48.0,6.8,None,3.7,yes
339.0,no,adult,38.6,52.0,16.0,normal,None,pale_pink,less_3_sec,alert,None,slight,slight,more_1_liter,5.5,normal,None,55.0,7.2,cloudy,2.1,no
478.0,no,adult,38.1,40.0,16.0,None,None,None,less_3_sec,None,None,None,None,more_1_liter,1.0,None,distend_large,31.0,75.0,None,1.0,yes
559.0,yes,adult,38.7,120.0,10.0,None,None,normal_pink,less_3_sec,severe_pain,normal,none,None,more_1_liter,1.0,decreased,normal,34.0,75.0,clear,1.0,yes
325.0,no,adult,40.3,114.0,36.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,moderate,slight,none,7.0,absent,distend_large,57.0,8.7,cloudy,4.5,yes
583.0,yes,adult,36.5,72.0,24.0,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,none,more_1_liter,2.0,absent,distend_large,65.0,7.0,serosanguious,3.4,yes
0.0,yes,adult,38.7,96.0,28.0,cool,reduced,pale_cyanotic,less_3_sec,None,absent,None,None,more_1_liter,7.5,None,None,64.0,9.0,None,3.0,yes
0.0,no,adult,37.8,60.0,42.0,None,None,None,less_3_sec,None,None,None,None,None,4.5,None,None,48.0,7.5,None,3.0,no
37.0,yes,adult,37.6,92.0,20.0,cool,reduced,pale_cyanotic,less_3_sec,mild_pain,absent,moderate,slight,none,3.0,absent,distend_small,48.0,6.0,serosanguious,3.4,yes
273.0,yes,adult,37.8,88.0,48.0,cool,reduced,pale_pink,less_3_sec,extreme_pain,absent,moderate,significant,none,4.4,absent,distend_small,48.0,8.6,serosanguious,2.9,yes
0.0,no,adult,37.5,48.0,16.0,normal,normal,normal_pink,less_3_sec,alert,hypermotile,none,none,none,4.5,normal,None,37.0,6.5,None,3.0,no
0.0,yes,adult,38.3,52.0,96.0,None,reduced,pale_pink,less_3_sec,None,None,None,none,none,4.5,normal,None,43.0,6.1,None,3.0,yes
50.0,yes,adult,37.7,60.0,12.0,cool,reduced,pale_cyanotic,more_3_sec,extreme_pain,hypomotile,moderate,slight,less_1_liter,6.0,increased,normal,45.0,7.5,serosanguious,1.4,yes
0.0,yes,young,38.6,160.0,20.0,cool,None,bright_red,less_3_sec,mild_pain,hypomotile,severe,significant,None,4.5,absent,None,38.0,7.5,cloudy,3.0,yes
540.0,yes,adult,40.8,92.0,22.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,None,more_1_liter,2.0,absent,distend_small,65.0,65.0,serosanguious,2.0,yes
0.0,no,adult,38.6,56.0,32.0,warm,normal,normal_pink,less_3_sec,alert,hypermotile,none,slight,None,4.5,increased,None,40.0,7.0,cloudy,2.1,no
0.0,yes,adult,39.4,54.0,66.0,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,slight,none,none,4.5,decreased,distend_small,39.0,6.0,cloudy,3.0,yes
604.0,yes,adult,37.9,50.0,24.0,cool,reduced,pale_pink,less_3_sec,severe_pain,hypomotile,moderate,significant,none,2.0,absent,distend_small,39.0,4.5,cloudy,3.6,yes
970.0,no,young,40.3,114.0,36.0,cool,normal,bright_red,more_3_sec,depressed,hypomotile,slight,slight,more_1_liter,6.5,decreased,distend_small,72.0,8.1,serosanguious,4.3,yes
0.0,yes,adult,37.7,56.0,28.0,None,None,None,None,None,None,None,None,None,4.5,None,None,48.0,7.5,None,3.0,yes
509.0,yes,adult,37.8,75.0,36.0,normal,normal,pale_pink,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,5.0,absent,distend_large,48.0,7.4,serosanguious,3.2,yes
446.0,yes,young,38.8,129.0,40.0,cool,reduced,pale_cyanotic,more_3_sec,None,absent,None,None,more_1_liter,5.0,normal,None,34.0,7.6,None,8.0,yes
0.0,no,adult,38.2,120.0,28.0,cold,reduced,pale_cyanotic,more_3_sec,extreme_pain,absent,severe,none,none,4.5,absent,distend_large,60.0,6.5,serosanguious,3.0,yes
1150.0,yes,adult,38.7,164.0,18.0,normal,normal,bright_pink,less_3_sec,depressed,hypomotile,moderate,none,less_1_liter,4.0,normal,distend_large,49.0,8.0,cloudy,8.0,yes
224.0,yes,adult,37.8,72.0,42.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,absent,severe,slight,none,2.0,absent,distend_large,75.0,81.0,cloudy,2.0,yes
906.0,yes,adult,39.3,164.0,84.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,moderate,none,more_1_liter,2.0,absent,distend_large,57.0,85.0,serosanguious,2.0,yes
520.0,no,adult,38.5,60.0,12.0,cool,normal,normal_pink,less_3_sec,alert,hypomotile,slight,slight,None,7.0,None,other,49.0,8.5,clear,5.0,no
1175.0,yes,adult,37.1,75.0,36.0,None,normal,dark_cyanotic,more_3_sec,severe_pain,absent,slight,slight,more_1_liter,5.0,absent,distend_small,48.0,7.4,serosanguious,3.2,yes
525.0,yes,adult,38.1,60.0,24.0,cool,reduced,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.0,decreased,distend_small,43.0,6.1,cloudy,3.6,yes
234.0,yes,adult,39.3,112.0,40.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,slight,more_1_liter,2.0,absent,distend_small,65.0,86.0,serosanguious,2.0,yes
1126.0,yes,young,38.0,104.0,70.0,cool,reduced,bright_red,more_3_sec,depressed,absent,moderate,none,more_1_liter,2.0,absent,None,47.0,54.0,serosanguious,2.0,yes
304.0,yes,adult,37.3,80.0,36.0,cool,reduced,pale_cyanotic,less_3_sec,extreme_pain,hypomotile,slight,none,none,2.0,increased,distend_small,44.0,6.8,serosanguious,10.1,yes
166.0,no,adult,39.3,54.0,20.0,cool,None,normal_pink,less_3_sec,alert,hypomotile,none,slight,more_1_liter,5.0,normal,normal,49.0,7.2,clear,5.0,no
547.0,yes,adult,38.0,64.0,28.0,normal,normal,pale_pink,less_3_sec,mild_pain,hypomotile,slight,slight,none,3.5,decreased,distend_small,44.0,5.5,cloudy,3.9,yes
1009.0,no,adult,37.5,88.0,16.0,cool,reduced,pale_cyanotic,less_3_sec,depressed,absent,slight,none,more_1_liter,5.0,absent,distend_small,52.0,8.6,serosanguious,3.4,no
1213.0,no,adult,40.3,96.0,36.0,cool,reduced,normal_pink,less_3_sec,depressed,hypomotile,slight,none,none,7.0,absent,None,70.0,7.5,serosanguious,4.5,yes
684.0,yes,adult,36.5,84.0,40.0,cool,reduced,pale_pink,less_3_sec,severe_pain,absent,moderate,significant,none,2.0,decreased,distend_large,37.5,75.0,serosanguious,1.0,yes
0.0,no,adult,37.8,48.0,32.0,normal,normal,pale_pink,less_3_sec,depressed,hypermotile,None,none,none,4.5,absent,distend_large,37.0,6.7,None,3.0,no
889.0,yes,adult,38.1,52.0,24.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,slight,slight,none,7.0,normal,distend_large,54.0,7.5,cloudy,2.6,yes
0.0,no,adult,38.8,50.0,20.0,cool,normal,normal_pink,less_3_sec,alert,hypermotile,none,slight,none,4.5,decreased,normal,42.0,6.2,None,3.0,no
367.0,yes,adult,39.5,114.0,48.0,cool,reduced,dark_cyanotic,more_3_sec,depressed,absent,moderate,None,more_1_liter,7.0,None,None,59.0,8.0,serosanguious,2.0,yes
431.0,yes,adult,38.8,88.0,24.0,cold,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,3.0,decreased,distend_large,37.0,4.5,cloudy,3.9,yes
0.0,no,adult,38.0,44.0,12.0,cool,normal,normal_pink,None,None,hypermotile,slight,None,None,4.5,normal,None,42.0,64.0,None,3.0,no
0.0,no,adult,40.0,78.0,28.0,cool,reduced,bright_red,less_3_sec,depressed,hypomotile,none,none,none,4.5,absent,normal,66.0,6.5,None,3.0,yes
396.0,yes,adult,37.9,84.0,36.0,cold,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,5.5,absent,distend_large,33.0,6.6,clear,10.1,yes
60.0,yes,adult,37.2,80.0,36.0,cool,reduced,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,more_1_liter,2.0,absent,None,50.0,60.0,serosanguious,2.0,yes
220.0,yes,adult,37.5,40.0,36.0,normal,reduced,bright_red,less_3_sec,mild_pain,hypermotile,moderate,significant,less_1_liter,2.0,decreased,distend_large,44.0,5.9,clear,2.0,yes
544.0,yes,adult,38.0,100.0,24.0,cold,reduced,pale_cyanotic,more_3_sec,mild_pain,absent,severe,none,more_1_liter,2.0,absent,distend_small,75.0,6.5,serosanguious,2.0,yes
497.0,no,adult,38.3,112.0,16.0,cold,reduced,pale_pink,more_3_sec,depressed,absent,moderate,none,more_1_liter,1.0,None,distend_large,51.0,6.0,serosanguious,1.0,yes
0.0,no,adult,37.8,56.0,16.0,normal,normal,bright_pink,less_3_sec,depressed,hypermotile,none,slight,none,4.5,normal,None,44.0,68.0,clear,1.0,no
748.0,no,adult,37.5,48.0,16.0,normal,normal,pale_pink,less_3_sec,alert,hypomotile,none,slight,none,7.0,normal,None,48.0,8.5,clear,1.3,no
0.0,yes,adult,38.2,70.0,16.0,cool,absent,bright_red,more_3_sec,depressed,hypomotile,slight,slight,none,4.5,absent,distend_large,60.0,7.5,None,3.0,yes
0.0,no,adult,38.0,60.0,12.0,cool,normal,pale_pink,less_3_sec,mild_pain,hypomotile,none,none,none,4.5,increased,other,47.0,7.0,None,3.0,no
651.0,yes,adult,37.1,75.0,36.0,None,reduced,pale_pink,more_3_sec,mild_pain,absent,slight,slight,more_1_liter,5.0,absent,distend_small,48.0,7.4,serosanguious,3.2,yes
0.0,no,adult,38.5,100.0,28.0,cool,reduced,bright_red,more_3_sec,severe_pain,hypomotile,severe,slight,none,4.5,absent,distend_large,48.0,7.5,None,3.0,no
553.0,yes,adult,38.1,48.0,32.0,cool,reduced,pale_pink,less_3_sec,mild_pain,absent,moderate,slight,more_1_liter,5.0,absent,None,37.0,6.0,cloudy,3.3,yes
0.0,no,adult,38.2,72.0,28.0,normal,normal,pale_pink,less_3_sec,alert,hypomotile,none,None,None,4.5,increased,other,43.0,7.7,None,3.0,no
246.0,yes,adult,39.3,108.0,18.0,cold,reduced,dark_cyanotic,more_3_sec,severe_pain,absent,severe,slight,less_1_liter,6.5,absent,distend_large,75.0,6.5,clear,5.3,yes
0.0,no,adult,38.2,52.0,16.0,normal,None,pale_pink,less_3_sec,None,None,None,slight,more_1_liter,5.5,None,None,55.0,7.2,None,3.0,no
1113.0,yes,adult,38.0,110.0,28.0,cool,reduced,bright_red,more_3_sec,depressed,hypomotile,moderate,slight,more_1_liter,4.3,absent,distend_large,50.0,7.5,cloudy,1.0,yes
590.0,no,young,38.1,84.0,40.0,cool,reduced,bright_red,less_3_sec,mild_pain,hypomotile,moderate,slight,more_1_liter,4.0,increased,distend_small,47.0,4.5,serosanguious,1.6,no
481.0,yes,adult,37.5,48.0,30.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,none,more_1_liter,2.0,normal,None,48.0,74.0,None,2.0,no
0.0,no,adult,38.2,68.0,32.0,warm,increased,bright_pink,less_3_sec,alert,hypermotile,none,significant,none,4.5,normal,normal,43.0,65.0,None,3.0,no
0.0,no,adult,38.0,56.0,28.0,normal,increased,pale_pink,less_3_sec,alert,hypermotile,none,none,none,4.5,normal,normal,42.0,71.0,None,3.0,no
708.0,yes,adult,38.5,64.0,36.0,cool,normal,normal_pink,less_3_sec,mild_pain,hypomotile,slight,slight,less_1_liter,6.0,absent,distend_small,48.0,7.5,None,2.0,yes
0.0,yes,adult,36.4,98.0,35.0,cool,reduced,pale_cyanotic,less_3_sec,severe_pain,hypomotile,slight,None,None,4.5,absent,distend_small,47.0,6.4,serosanguious,3.6,yes
1100.0,no,adult,38.6,44.0,12.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,none,slight,none,7.0,absent,distend_large,39.0,6.5,clear,5.0,no
0.0,yes,adult,38.2,70.0,36.0,normal,None,pale_pink,more_3_sec,depressed,hypomotile,slight,slight,None,4.5,absent,distend_large,36.0,7.3,None,3.0,yes
242.0,no,adult,37.9,44.0,12.0,cool,normal,bright_red,less_3_sec,mild_pain,hypomotile,moderate,significant,none,2.0,None,other,53.0,64.0,serosanguious,2.0,yes
465.0,yes,adult,39.1,48.0,32.0,normal,normal,normal_pink,less_3_sec,mild_pain,hypomotile,moderate,slight,less_1_liter,6.5,absent,distend_small,41.0,7.5,clear,2.6,yes
